Sorterings ID	Data type	Navn DE/ENG	Navn DK	UUID	Global Opvarmning, modul A1-A3	Global Opvarmning, modul C3	Global Opvarmning, modul C4	Global Opvarmning, modul D	Deklareret faktor (FU)	Deklareret enhed (FU)	Masse faktor	Masse enhed	Url (link)	Kommentar	RVT2024
#G0704	Generisk data	Solaranlage flachkollektor	Solvarmekollektor, plan	4438fb9e-401f-5892-9b18-9bace0624e38	93,45196563	1,004334925	0,186630818	-45,62830669	1	M2	18,27	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ad5f4666-dffa-45d4-abe4-fb5ab74d63e1?version=20.23.050		
#G0429	Generisk data	Solaranlage vakuumröhrenkollektor	Solvarmekollektor, vakuumrør	9c3364a4-8c96-5e74-a5cf-8fe6f78d843e	89,7297752	2,02021393	0,341155587	-30,98591229	1	M2	29,5	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/904204ca-cdaa-49ac-a899-4fabf8e56456?version=20.23.050		
#G0701	Generisk data	Spanplatte (generisch)	Spånplade	067d7059-1571-586c-9bf7-a72bbfb48671	-852,1	1361	0	-290,7	1	M3	700	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/07a8b3de-9406-4184-bb6e-c9208983c868?version=20.23.050		147
#G1294	Generisk data	Spanplatte - melaminbeschichtet (Durchschnitt DE)	Spånplade, melaminbelagt	fc5e364f-fa8d-5791-b5a4-4ec8e06d6c3f	-775	983,4	0	-70,5	1	M3	633,29	kg/m³	https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=ff5343ea-d28e-4c1c-ab30-6438c1df7fa8&version=00.00.028&stock=OBD_2023_I&lang=en		
#G0449	Generisk data	Brechsand 0/2	Stenmel 0/2	2686fbc4-3a72-5695-8cb9-c4fb9748a317	0,00784069	0,006765925	0	-0,00157462	1	kg	1320	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/becd932f-899e-4b1b-962c-64ea26c51be0?version=20.23.050		
#G0410	Generisk data	Gussasphaltestrich	Støbeasfalt	a01c114d-ae13-54c0-84cf-6547f197cf15	0,12506641	0	0,084307628	0	1	kg	2400	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/40ef1e7b-920d-4fe4-a8ec-3a540ef93c65?version=20.23.050		
#G0768	Generisk data	Feuerverzinktes stahlblech	Stål, Varmgalvaniseret stålplade	a1d6118b-5c07-5c09-9249-6046e1e3dfba	16,78937316	0	0	-7,886517837	1	M2	5,72	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9812f03c-2a15-40bf-9c10-05f6924a420f?version=20.23.050		
#G0767	Generisk data	Stahl warmgewalzte bleche (2-20mm)	Stål, varmvalset plade, 2-20 mm	4690ade0-d9b8-559e-9186-16e53edf14f5	2,782472285	0	0	-1,507725704	1	kg	7850	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/467aee4d-03e3-4bf5-a916-8d279d5a5f29?version=20.23.050		
#G0499	Generisk data	Stahl feinblech (20µm bandverzinkt)	Stålplade (20 mikrometer galvaniseret)	72c88b7f-a460-51e1-9890-67d8e630f8ed	2,782472285	0	0	-1,507725704	1	kg	7850	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e4d32a41-ad4e-48bd-8ad9-56f50f495503?version=20.23.050		
#G0551	Generisk data	Edelstahlblech	Stålplade, rustfri	bb5671d5-ac01-5088-a210-c3108d3829ad	3,622888779	0	0	-0,704584524	1	kg	7900	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/649fd5c6-2c2d-47d9-9a1a-a567673c9fd0?version=20.23.050		
#G0555	Generisk data	Stahlrohr	Stålrør, gevindrør	37514f06-258c-5f26-bb3a-196d5253e2be	2,525732678	0	0,001609273	-1,34234989	1	kg	7850	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/eeda9e75-727c-474d-8c54-3982cafe07d7?version=20.23.050		
#G1177	Generisk data	Dachbahnen epdm	Tagfolie EPDM	c8cc3d80-d45d-5912-a454-048a869d74c9	8,349775065	6,796057168	0	-2,403528193	1	M2	2	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/48a0f50e-6dd0-4495-b0a4-210315b06680?version=20.23.050		63
#G1157	Generisk data	Pvc-dachbahnen	Tagmembran, PVC	d03bcb48-6d0e-583f-8466-8d997c3b7eaf	5,828797315	3,735560456	0	-0,768087314	1	M2	1,5	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/57bb6738-f9d8-4c59-b00a-00a217e9feba?version=20.23.050		
#G1105	Generisk data	Bitumenbahnen pye-pv 200 s5 ns (geschiefert)	Tagpap, bitumen toplag, skiferbestrøet	425f60d6-aa44-5d33-8bb3-362ecc35901c	4,984636884	0	0,522707296	0	1	M2	6,2	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/547d0037-2ebd-40ef-b2a5-1d742afc2851?version=20.23.050		61
#D1500	Dansk generisk data	-	Tagsten, beton	e7b1adaa-aca3-5d43-8e07-a749b80ab460	10,032	0,1353	0,09999	-0,07569	1	M2	39,1	kg/m²	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		145
#D1497	Dansk generisk data	-	Tagsten, tegl	7bb18e30-278f-5109-80e4-f7d244e8694c	309,1	0,7843	0,1551	-3,978	1	ton	52,5	kg/m²	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		146
#G0127	Generisk data	Folie aus polytetrafluorethylen (ptfe)	Teflon-membran, polytetrafluoroethylen (PTFE)	d485b462-353f-5081-8261-7f440df03491	20,08322289	0,364296875	0	-0,106092317	1	kg	2200	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2014a394-f4e5-47dd-9e8a-ee2628bd73f3?version=20.23.050		
#D1507	Dansk generisk data	-	Teglsten, formur	9ef81ae5-cc9c-5355-ab41-4d67bc093e00	217,525	3,432	0,1716	-2,376	1	ton	1800	kg/m³	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		4
#G0376	Generisk data	Tetrafluorethan (r134a)	Tetrafluorethan (R134a)	f6f9ab7e-ad87-532c-9e82-23b5794eed93	7,593431228	0	0	-6,292490858	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6af11f95-8ce6-4226-876b-7e14d486e5ec?version=20.23.050		
#G0377	Generisk data	Tetrafluorpropen (r1234ze)	Tetrafluorpropen (R1234ze)	8edc956d-f8c3-56f4-9e02-9f102389dc77	5,669826223	0	0	-4,695750472	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/570bfed7-c3e0-4dd0-acd1-c23d32070edb?version=20.23.050		
#G0592	Generisk data	Schnittholz zeder (generisch, 12% feuchte/10,7% h2o)	Træ, ceder	0e39b087-118e-53d2-ada9-cc2b30d5c833	-840,6743477	1042,293122	0	-319,1740838	1	M3	571	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/de1d54e8-8211-416b-9ff6-cebeb5123c71?version=20.23.050		
#G0407	Generisk data	Schnittholz eiche (generisch, 12% feuchte/10.7% h2o)	Træ, egetræ (12% fugt / 10,7% H2O)	f54036cc-36a6-5270-9831-6f05bacfac1d	-1008,758346	1308,798894	0	-400,7842698	1	M3	716,8	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/54343f3c-d101-4dd4-883f-0515c44e38de?version=20.23.050		
#G0899	Generisk data	Schnittholz kiefer (generisch, 12% feuchte/10,7% h2o)	Træ, fyrretræ (12% fugt / 10,7% H2O)	dedfe00f-4dec-5606-8602-4f6ec6e21e65	-781,6880058	1002,134718	0	-306,8766585	1	M3	548,8	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d171cb17-81c4-41c9-9e14-0da45be14221?version=20.23.050		
#G0536	Generisk data	Schnittholz fichte (generisch, 12% feuchte/10.7% h2o)	Træ, gran (12% fugt / 10,7% H2O)	120b3934-bf21-52fc-9c35-ef76fef5ad22	-693,2013107	879,8341243	0	-269,4254087	1	M3	481,6	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/5f5a9cef-8b0a-4a8a-9828-9a681e5ee399?version=20.23.050		
#G0221	Generisk data	Schnittholz lärche (generisch, 12% feuchte/10,7% h2o)	Træ, lærk	2353aabb-548c-5a15-aa39-3034a4419e0c	-902,7636607	1206,577502	0	-369,4817327	1	M3	660,8	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9d1d96af-3f9b-41fb-bd33-43ec9e2fd1fd?version=20.23.050		
#G1035	Generisk data	Schnittholz buche (generisch, 12% feuchte/10,7% h2o)	Træbrædder, bøg (12% fugtighed / 10,7% H2O)	c6c7a195-d6a5-5d17-942a-aef09a6989c0	-1031,948505	1348,957299	0	-413,0816951	1	M3	739,2	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/47522e31-78c8-43ea-aac4-c7c9d6ca30ab?version=20.23.050		
#G0862	Generisk data	Holzfaserdämmplatte (nassverfahren)	Træfiberisoleringsplade (våd proces)	abfdc033-7ad1-51ce-9fec-ea098d88f0b4	-170,4060933	300,6604995	0	-84,3307509	1	M3	160	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/eefa40b3-7156-43a9-b197-b908f204432b?version=20.23.050		
#G1296	Generisk data	Hochdichte faserplatte (durchschnitt de)	Træfiberplade, høj densitet, HDF	8eb2b339-9178-5c83-a12b-bd3b1e44063e	-887,3	1237	0	-34,44	1	M3	849,92	kg/m³	https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=f9f40b59-268d-4a0b-8c80-d978ac97608f&version=00.00.026&stock=OBD_2023_I&lang=en		
#G1297	Generisk data	Mitteldichte faserplatte (durchschnitt de)	Træfiberplade, medium densitet, MDF	a4fe2fe1-d71a-5fba-b94d-75ae12031efa	-764,4	1092	0	-13,44	1	M3	737,5	kg/m³	https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=b513a7f4-a689-4d5e-8efd-349fb25d21cb&version=00.00.026&stock=OBD_2023_I&lang=en		151
#G1134	Generisk data	Stabparkett (generisch)	Trægulv, stavparket, 22 mm	d6324b86-b758-5964-b2c1-0ac97647d7ed	-13,82270178	21,026366	0	-5,897454539	1	M2	11,5	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/96a73457-ae7d-49ff-906a-d10e6b11d82c?version=20.23.050		81
#G0008	Generisk data	Infini colors - getuftete teppichfliesen	Tæppeflise	994b043a-acd9-5460-a9bf-ebc158cdaa1c	5,082	4,782	0,3048	-0,3668	1	M2	4,345	kg/m²	https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/521d6dd3-905f-436c-927d-f2c618553b23?format=html&lang=en&version=00.01.000		82
#G1148	Generisk data	Unterspannbahn pe gewebeverstärkt	Undertag, fiberarmeret PE-membran	4be79c92-8e53-5af1-9c0e-bd6342df5b19	0,413348342	0,31522478	0	-0,109532565	1	M2	0,14	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e1a3feae-f090-41d7-8697-dfd5b28e0607?version=20.23.050		
#D1506	Dansk generisk data	-	Undertag, PP-membran	1795d646-e6a5-5a39-82c4-550564271166	0,891	0,8261	0	-0,3087	1	M2	0,25425	kg/m²	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		
#G1097	Generisk data	Unterspannbahn pp	Undertag, PP-membran	1795d646-e6a5-5a39-82c4-550564271166	0,404900233	0,333397471	0	-0,137756885	1	M2	0,15	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9c355da1-8e97-448e-b66b-10e04316bf20?version=20.23.050		
#G1032	Generisk data	Harnstoff-formaldehydharz ortschaum	Urea formaldehyd skum isolering	d05ab99d-1d0c-5e5e-ab48-80cabb6bc76c	2,601144668	1,873602672	0	-0,510542258	1	kg	10	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/1bf43844-2f42-499e-a177-e65d98cbbf68?version=20.23.050		
#G0776	Generisk data	Elektrischer durchlauferhitzer (21 kw)	Vandvarmer, el, gennemstrøm, 21 kW	d09047fd-1135-571e-90a9-6a2157855363	13,97747021	4,893211203	0,003471804	-5,404294273	1	stk	3,95	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/bd992ce2-8dd4-4af5-bca1-72dcbf2b5506?version=20.23.050		
#G0602	Generisk data	Strom-wärmepumpe (luft-wasser) 10 kw	Varmepumpe (luft-vand) 10 kW	bf3aa6de-2e00-5ebc-9eb9-7f3d9a9db894	456,2322321	29,10294424	5,122438364	-192,241883	1	stk	134	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/00ab3cef-5d1b-48c8-a220-4f8ac01b7dd7?version=20.23.050		
#G0792	Generisk data	Strom-wärmepumpe (luft-wasser) 14 kw	Varmepumpe (luft-vand) 14kW	89364e34-b3af-5a4a-bbdd-6dcb30798f8f	638,7251249	40,74412193	7,17141371	-269,1386362	1	stk	187,6	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/19a1a962-7b4b-45e8-8446-c82a15675925?version=20.23.050		
#G0134	Generisk data	Strom-wärmepumpe (luft-wasser) 7 kw	Varmepumpe (luft-vand) 7kW	8c91ce0c-b21b-52ce-a5cc-5773377cc34b	319,3625625	20,37206097	3,585706855	-134,5693181	1	stk	93,8	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d59feef8-7a26-499b-a9d8-7149b5d3de24?version=20.23.050		
#G1043	Generisk data	Strom-wärmepumpe (sole-wasser, erdkollektor) 20 kw	Varmepumpe, jordvarmeslange, 20 kW	66011389-ac5e-5f4d-a280-10a602d36e65	389,0414226	4,281930005	0,119054038	-128,271951	1	stk	184,2	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/c5dfadb5-96a0-44fb-ac93-3cd1c4786e96?version=20.23.050		
#G1047	Generisk data	Strom-wärmepumpe (sole-wasser, erdkollektor) 70 kw	Varmepumpe, jordvarmeslange, 70 kW	930fe9fa-ac1c-51c8-91ad-d1e949451a01	909,0385599	11,35267876	0,192848138	-217,6303489	1	stk	488,9	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/4058e075-4b05-452b-b3a8-17c2378026df?version=20.23.050		
#G1025	Generisk data	Strom-wärmepumpe (sole-wasser, erdsonde) 10 kw	Varmepumpe, jordvarmesonde, 10 kW	6abedd19-eeb0-5002-ba88-29289aaf10fd	837,1305001	4,281930005	0,119061958	-128,2838426	1	stk	563	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d939cdd6-98eb-4fcd-9e30-c77ded7a5399?version=20.23.050		
#G0104	Generisk data	Strom-wärmepumpe (sole-wasser, erdsonde) 70 kw	Varmepumpe, jordvarmesonde, 70 kW	0283beb5-f40e-5190-80fd-6f8bf0debe3f	6069,958795	11,35267876	0,192810296	-217,5735333	1	stk	4855	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/c31b821c-214e-4f6f-894f-5f524949e51d?version=20.23.050		
#G0598	Generisk data	Strom-wärmepumpe (wasser-wasser) 10 kw	Varmepumpe, vand-vand, 10 kW	de1f52b8-49eb-54d7-8c81-d4cd8823bad5	284,4215058	5,147735975	0,126806414	-142,1405272	1	stk	104,2	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/5b4acb87-0a01-41d7-85a6-213dec526682?version=20.23.050		
#G0882	Generisk data	Strom-wärmepumpe (wasser-wasser) 20 kw	Varmepumpe, vand-vand, 20 kW	b2886db1-49eb-51d7-8d55-28a64ababd2c	283,821115	5,147735975	0,126806414	-142,1405272	1	stk	104	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/0cfcc4ad-1469-458b-a842-b65af7af3e85?version=20.23.050		
#G0435	Generisk data	Strom-wärmepumpe (wasser-wasser) 70 kw	Varmepumpe, vand-vand, 70 kW	17ea9b41-f62a-5be9-842e-22a976078fff	542,8688511	13,51719369	0,210411331	-249,6180574	1	stk	199,2	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9dcaae24-3f7b-45e6-8318-50ff94ef693f?version=20.23.050		
#G0785	Generisk data	Fenster-beschlag für doppelflügelfenster	Vinduesbeslag, aluminium	f010021b-d7fc-5ac1-ba2b-63f6c727cdb0	9,218721502	0	0	-3,744702146	1	stk	1,014	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/69c60c09-e729-4327-b0fd-2b778c6942c5?version=20.23.050		
#G0865	Generisk data	Fenstergriff	Vindueshåndtag	d777547a-f2a7-56f6-920c-a5b50e717cc1	0,770104153	0,251557185	0	-0,085208756	1	stk	0,1	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/96fd0760-5c7a-4ab6-a29a-050b68fc9c69?version=20.23.050		
#G0716	Generisk data	Blendrahmen pvc-u	Vindueskarm, plast	79038d23-8210-5d7d-bc5d-c0855551bbbd	8,130832346	2,967774699	0	-2,984439991	1	m	2,8	kg/m	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/de4d3046-fd0c-479f-a1a6-ae13a9092fc7?version=20.23.050		88
#G0833	Generisk data	Holz-blendrahmen	Vindueskarm, træ	c0614968-6549-5971-b267-0a35252f0c44	-0,369555605	3,851556021	0	-1,532349174	1	m	2,11	kg/m	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ffd4bc0e-1d99-4e84-8710-6dcbf34a98a6?version=20.23.050		85
#G0546	Generisk data	Aluminium-rahmenprofil, pulverbeschichtet	Vinduesprofil, karm, alu. pulverlak.	4a9b9092-21a1-5865-b1b5-45a7a23107df	12,95371161	0	0	-7,422115045	1	m	1,02	kg/m	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/aef3b8cd-c3b4-4e55-b2d1-0a3a131e7695?version=20.23.050		
#G0315	Generisk data	Aluminium-flügelrahmenprofil, thermisch getrennt, pulverbeschichtet	Vinduesramme, aluminium	8099069c-4ec0-5bd6-bcf0-cb8c27bbe42f	17,04446991	0,587192493	0	-9,587985126	1	m	1,51	kg/m	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9c4e69a2-9c53-4c54-9c2f-027091116aa1?version=20.23.050		77
#G0511	Generisk data	Flügelrahmen pvc-u	Vinduesramme, plast	f2d9d302-61a7-512e-b3fa-2d036755b269	9,073039037	3,652645783	0	-3,151882943	1	m	3,1	kg/m	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/4ca023d1-2eda-43ab-9c55-481a6d250d9b?version=20.23.050		87
#G0679	Generisk data	Aluminium-flügelrahmenprofil, pulverbeschichtet	Vinduesramme, pulverlakeret aluminium	3b9742f6-3c6a-51f3-a374-458f450b2ab4	12,44572292	0	0	-7,13105171	1	m	0,98	kg/m	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9c97e6bb-8e4a-4e6e-ad2f-773eeab50739?version=20.23.050		
#G0896	Generisk data	Holz-flügelrahmen	Vinduesramme, træ	603ff4d5-04e4-52bf-bb91-a9d0411be633	-0,089903706	3,833302201	0	-1,526031777	1	m	2,11	kg/m	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/7907e693-d970-4958-adfd-223b541fc731?version=20.23.050		86
#D1565	Dansk generisk data	-	XPS isolering	6634d279-990b-558c-92aa-4d88d3df7f7b	4,4264	3,806	0,0132	-0,01404	1	M2 with R=1 M2K/W	32,625	kg/m³	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		
#G0015	Generisk data	Nedzink naturel	Zink, patineret	bc24c18e-c83d-5fbb-a519-bf26c5a74f90	3,222	0,05726	0,0002639	-2,498	1	kg	7200	kg/m³	http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/43eaba9f-7c2a-4132-83af-054962477a58?version=00.01.000		
